product_id,product_name,category,subcategory,cost_price
501,Aero Watch Basic,Electronics,Smart Watches,7913.06
502,Crest Cookware Ultra,Home,Kitchen,1407.48
503,Pulse Outfit Pro,Clothing,Kids Wear,2244.98
504,Nimbus Lipstick Signature,Beauty,Makeup,274.91
505,Orbit Lipstick Plus,Beauty,Makeup,1349.46
506,Vibe Tent Basic,Sports,Outdoor,778.69
507,Terra Dress Elite,Clothing,Women's Wear,1133.47
508,Orbit Bicycle Everyday,Sports,Cycling,2812.59
509,Nova Shampoo Everyday,Beauty,Haircare,1015.29
510,Aero Watch Basic,Electronics,Smart Watches,1891.99
511,Orbit Jersey Basic,Sports,Team Sports,502.15
512,Crest Shampoo Basic,Beauty,Haircare,501.75
513,Terra Tracker Max,Sports,Fitness Gear,3869.71
514,Drift Shoe Max,Clothing,Footwear,2926.31
515,Terra Perfume Max,Beauty,Fragrance,469.01
516,Nova Textbook Max,Books,Academic,731.26
517,Pulse Tracker Plus,Sports,Fitness Gear,2593.89
518,Vibe Comic Elite,Books,Comics,518.56
519,Vertex Cream Premium,Beauty,Skincare,1782.12
520,Orbit Headphone Max,Electronics,Headphones,31115.84
521,Aero Tracker Ultra,Sports,Fitness Gear,4977.2
522,Urban Watch Basic,Electronics,Smart Watches,33806.52
523,Terra Jersey Lite,Sports,Team Sports,5350.12
524,Nova Lipstick Basic,Beauty,Makeup,439.3
525,Pulse Phone Signature,Electronics,Mobile Phones,25000.62
526,Prime Headphone Premium,Electronics,Headphones,32886.43
527,Terra Shoe Basic,Clothing,Footwear,766.38
528,Prime Jersey Max,Sports,Team Sports,4848.05
529,Nimbus Camera Everyday,Electronics,Cameras,13646.85
530,Zenith Headphone Plus,Electronics,Headphones,22333.82
531,Urban Decor Piece Everyday,Home,Decor,980.35
532,Prime Tracker Elite,Sports,Fitness Gear,2137.99
533,Lumen Lipstick Signature,Beauty,Makeup,1460.47
534,Urban Bedsheet Pro,Home,Bedding,6328.15
535,Aero Perfume Elite,Beauty,Fragrance,1859.13
536,Nimbus Comic Elite,Books,Comics,479.32
537,Terra Laptop Signature,Electronics,Laptops,38755.14
538,Prime Accessory Classic,Clothing,Accessories,2249.17
539,Nova Cream Basic,Beauty,Skincare,2050.34
540,Vertex Bicycle Signature,Sports,Cycling,460.77
541,Orbit Organizer Ultra,Home,Storage,1359.34
542,Vertex Guide Signature,Books,Non-Fiction,318.62
543,Orbit Storybook Max,Books,Children,491.78
544,Drift Shampoo Signature,Beauty,Haircare,1917.29
545,Urban Shoe Lite,Clothing,Footwear,2045.47
546,Crest Shoe Pro,Clothing,Footwear,1783.6
547,Crest Headphone Plus,Electronics,Headphones,23690.53
548,Nimbus Bedsheet Ultra,Home,Bedding,511.26
549,Zenith Lipstick Premium,Beauty,Makeup,1620.56
550,Pulse Decor Piece Basic,Home,Decor,3137.94
551,Pulse Textbook Everyday,Books,Academic,143.83
552,Prime Bedsheet Basic,Home,Bedding,6574.45
553,Vertex Bedsheet Ultra,Home,Bedding,251.46
554,Urban Shoe Plus,Clothing,Footwear,858.58
555,Crest Dress Signature,Clothing,Women's Wear,546.41
556,Vertex Shoe Elite,Clothing,Footwear,1763.08
557,Prime Comic Signature,Books,Comics,763.36
558,Nova Laptop Lite,Electronics,Laptops,7921.91
559,Pulse Cream Lite,Beauty,Skincare,2313.87
560,Pulse Bicycle Signature,Sports,Cycling,5301.43
561,Zenith Lipstick Plus,Beauty,Makeup,2482.66
562,Prime Guide Essential,Books,Non-Fiction,731.59
563,Terra Accessory Basic,Clothing,Accessories,2576.03
564,Pulse Bedsheet Signature,Home,Bedding,3206.6
565,Prime Phone Basic,Electronics,Mobile Phones,23092.69
566,Pulse Guide Max,Books,Non-Fiction,819.32
567,Vertex Tracker Basic,Sports,Fitness Gear,925.72
568,Pulse Guide Basic,Books,Non-Fiction,815.51
569,Orbit Perfume Essential,Beauty,Fragrance,204.25
570,Prime Bicycle Ultra,Sports,Cycling,2442.11
571,Vibe Tracker Lite,Sports,Fitness Gear,4653.69
572,Pulse Headphone Basic,Electronics,Headphones,9154.73
573,Pulse Cream Basic,Beauty,Skincare,1000.07
574,Vibe Outfit Elite,Clothing,Kids Wear,2332.78
575,Drift Decor Piece Basic,Home,Decor,3052.02
576,Vertex Bedsheet Plus,Home,Bedding,6313.55
577,Crest Guide Basic,Books,Non-Fiction,288.1
578,Crest Organizer Premium,Home,Storage,1276.93
579,Lumen Cream Plus,Beauty,Skincare,1778.35
580,Prime Shirt Basic,Clothing,Men's Wear,1283.77
581,Urban Tracker Essential,Sports,Fitness Gear,280.42
582,Nimbus Laptop Signature,Electronics,Laptops,3632.36
583,Zenith Outfit Signature,Clothing,Kids Wear,3267.79
584,Terra Storybook Basic,Books,Children,870.09
585,Terra Laptop Ultra,Electronics,Laptops,9715.46
586,Prime Lipstick Pro,Beauty,Makeup,1325.31
587,Pulse Shampoo Lite,Beauty,Haircare,963.38
588,Urban Cream Max,Beauty,Skincare,1971.21
589,Vibe Bedsheet Signature,Home,Bedding,319.86
590,Zenith Cream Basic,Beauty,Skincare,2091.44
591,Crest Jersey Classic,Sports,Team Sports,5787.58
592,Pulse Comic Pro,Books,Comics,413.85
593,Zenith Camera Basic,Electronics,Cameras,42658.08
594,Orbit Jersey Signature,Sports,Team Sports,2795.92
595,Nimbus Storybook Plus,Books,Children,868.22
596,Pulse Comic Pro,Books,Comics,291.41
597,Terra Guide Premium,Books,Non-Fiction,338.9
598,Orbit Organizer Pro,Home,Storage,2254.13
599,Vibe Cookware Everyday,Home,Kitchen,2867.54
600,Nimbus Tent Elite,Sports,Outdoor,5392.32
